Year;Ref;Goals;Home;Attack;Defense
2017;14;1;Away;Bahia-BA;Vasco-RJ
2017;15;0;Home;Vitoria-BA;Corinthians-SP
2017;15;1;Away;Corinthians-SP;Vitoria-BA
2017;16;0;Home;Atletico-PR;Grêmio-RS
2017;16;2;Away;Grêmio-RS;Atletico-PR
2017;17;2;Home;Botafogo-RJ;Ponte Preta-SP
2017;17;0;Away;Ponte Preta-SP;Botafogo-RJ
2017;18;1;Home;Atletico-MG;Fluminense-RJ
2017;18;2;Away;Fluminense-RJ;Atletico-MG
2017;19;1;Home;Sport-PE;Cruzeiro-MG
2017;19;1;Away;Cruzeiro-MG;Sport-PE
2017;20;2;Home;Sao Paulo-SP;Avai-SC
2017;20;0;Away;Avai-SC;Sao Paulo-SP
2017;21;2;Home;Sao Paulo-SP;Palmeiras-SP
2017;21;0;Away;Palmeiras-SP;Sao Paulo-SP
2017;22;3;Home;Vasco-RJ;Fluminense-RJ
2017;22;2;Away;Fluminense-RJ;Vasco-RJ
2017;23;0;Home;Vitoria-BA;Coritiba-PR
2017;23;1;Away;Coritiba-PR;Vitoria-BA
2017;24;2;Home;Atletico-MG;Ponte Preta-SP
2017;24;2;Away;Ponte Preta-SP;Atletico-MG
2017;25;1;Home;Atletico-PR;Flamengo-RJ
2017;25;1;Away;Flamengo-RJ;Atletico-PR
2017;26;0;Home;Atletico-GO;Corinthians-SP
2017;26;1;Away;Corinthians-SP;Atletico-GO
2017;27;0;Home;Santos-SP;Cruzeiro-MG
2017;27;1;Away;Cruzeiro-MG;Santos-SP
2017;28;1;Home;Botafogo-RJ;Bahia-BA
2017;28;0;Away;Bahia-BA;Botafogo-RJ
2017;29;4;Home;Sport-PE;Grêmio-RS
2017;29;3;Away;Grêmio-RS;Sport-PE
2017;30;2;Home;Chapecoense-SC;Avai-SC
2017;30;0;Away;Avai-SC;Chapecoense-SC
2017;31;1;Home;Coritiba-PR;Atletico-PR
2017;31;0;Away;Atletico-PR;Coritiba-PR
2017;32;2;Home;Fluminense-RJ;Vitoria-BA
2017;32;1;Away;Vitoria-BA;Fluminense-RJ
2017;33;2;Home;Corinthians-SP;Santos-SP
2017;33;0;Away;Santos-SP;Corinthians-SP
2017;34;1;Home;Avai-SC;Sport-PE
2017;34;0;Away;Sport-PE;Avai-SC
2017;35;0;Home;Flamengo-RJ;Botafogo-RJ
2017;35;0;Away;Botafogo-RJ;Flamengo-RJ
2017;36;2;Home;Grêmio-RS;Vasco-RJ
2017;36;0;Away;Vasco-RJ;Grêmio-RS
2017;37;0;Home;Palmeiras-SP;Atletico-MG
2017;37;0;Away;Atletico-MG;Palmeiras-SP
2017;38;1;Home;Ponte Preta-SP;Sao Paulo-SP
2017;38;0;Away;Sao Paulo-SP;Ponte Preta-SP
2017;39;0;Home;Cruzeiro-MG;Chapecoense-SC
2017;39;2;Away;Chapecoense-SC;Cruzeiro-MG
2017;40;3;Home;Bahia-BA;Atletico-GO
2017;40;0;Away;Atletico-GO;Bahia-BA
2017;41;1;Home;Fluminense-RJ;Atletico-PR
2017;41;1;Away;Atletico-PR;Fluminense-RJ
2017;42;1;Home;Atletico-MG;Avai-SC
2017;42;0;Away;Avai-SC;Atletico-MG
2017;43;1;Home;Coritiba-PR;Palmeiras-SP
2017;43;0;Away;Palmeiras-SP;Coritiba-PR
2017;44;1;Home;Santos-SP;Botafogo-RJ
2017;44;0;Away;Botafogo-RJ;Santos-SP
2017;45;3;Home;Chapecoense-SC;Grêmio-RS
2017;45;6;Away;Grêmio-RS;Chapecoense-SC
2017;46;2;Home;Sport-PE;Flamengo-RJ
2017;46;0;Away;Flamengo-RJ;Sport-PE
2017;47;2;Home;Vasco-RJ;Corinthians-SP
2017;47;5;Away;Corinthians-SP;Vasco-RJ
2017;48;3;Home;Atletico-GO;Ponte Preta-SP
2017;48;0;Away;Ponte Preta-SP;Atletico-GO
2017;49;2;Home;Sao Paulo-SP;Vitoria-BA
2017;49;0;Away;Vitoria-BA;Sao Paulo-SP
2017;50;1;Home;Bahia-BA;Cruzeiro-MG
2017;50;0;Away;Cruzeiro-MG;Bahia-BA
2017;51;3;Home;Palmeiras-SP;Fluminense-RJ
2017;51;1;Away;Fluminense-RJ;Palmeiras-SP
2017;52;2;Home;Vasco-RJ;Sport-PE
2017;52;1;Away;Sport-PE;Vasco-RJ
2017;53;2;Home;Botafogo-RJ;Coritiba-PR
2017;53;2;Away;Coritiba-PR;Botafogo-RJ
2017;54;1;Home;Avai-SC;Flamengo-RJ
2017;54;1;Away;Flamengo-RJ;Avai-SC
2017;55;3;Home;Corinthians-SP;Sao Paulo-SP
2017;55;2;Away;Sao Paulo-SP;Corinthians-SP
2017;56;3;Home;Ponte Preta-SP;Chapecoense-SC
2017;56;2;Away;Chapecoense-SC;Ponte Preta-SP
2017;57;2;Home;Vitoria-BA;Atletico-MG
2017;57;0;Away;Atletico-MG;Vitoria-BA
2017;58;2;Home;Cruzeiro-MG;Atletico-GO
2017;58;0;Away;Atletico-GO;Cruzeiro-MG
2017;59;0;Home;Atletico-PR;Santos-SP
2017;59;2;Away;Santos-SP;Atletico-PR
2017;60;1;Home;Grêmio-RS;Bahia-BA
2017;60;0;Away;Bahia-BA;Grêmio-RS
2017;61;3;Home;Atletico-GO;Avai-SC
2017;61;1;Away;Avai-SC;Atletico-GO
2017;62;0;Home;Atletico-MG;Atletico-PR
2017;62;1;Away;Atletico-PR;Atletico-MG
2017;63;0;Home;Sport-PE;Sao Paulo-SP
2017;63;0;Away;Sao Paulo-SP;Sport-PE
2017;64;2;Home;Vitoria-BA;Botafogo-RJ
2017;64;2;Away;Botafogo-RJ;Vitoria-BA
2017;65;2;Home;Flamengo-RJ;Ponte Preta-SP
2017;65;0;Away;Ponte Preta-SP;Flamengo-RJ
2017;66;2;Home;Chapecoense-SC;Vasco-RJ
2017;66;1;Away;Vasco-RJ;Chapecoense-SC
2017;67;1;Home;Corinthians-SP;Cruzeiro-MG
2017;67;0;Away;Cruzeiro-MG;Corinthians-SP
2017;68;1;Home;Santos-SP;Palmeiras-SP
2017;68;0;Away;Palmeiras-SP;Santos-SP
2017;69;0;Home;Coritiba-PR;Bahia-BA
2017;69;0;Away;Bahia-BA;Coritiba-PR
2017;70;0;Home;Fluminense-RJ;Grêmio-RS
2017;70;2;Away;Grêmio-RS;Fluminense-RJ
2017;71;0;Home;Atletico-GO;Atletico-PR
2017;71;1;Away;Atletico-PR;Atletico-GO
2017;72;1;Home;Vasco-RJ;Avai-SC
2017;72;0;Away;Avai-SC;Vasco-RJ
2017;73;0;Home;Santos-SP;Ponte Preta-SP
2017;73;0;Away;Ponte Preta-SP;Santos-SP
2017;74;0;Home;Coritiba-PR;Corinthians-SP
2017;74;0;Away;Corinthians-SP;Coritiba-PR
2017;75;2;Home;Bahia-BA;Palmeiras-SP
2017;75;4;Away;Palmeiras-SP;Bahia-BA
2017;76;0;Home;Chapecoense-SC;Botafogo-RJ
2017;76;2;Away;Botafogo-RJ;Chapecoense-SC
2017;77;2;Home;Fluminense-RJ;Flamengo-RJ
2017;77;2;Away;Flamengo-RJ;Fluminense-RJ
2017;78;1;Home;Sao Paulo-SP;Atletico-MG
2017;78;2;Away;Atletico-MG;Sao Paulo-SP
2017;79;1;Home;Sport-PE;Vitoria-BA
2017;79;3;Away;Vitoria-BA;Sport-PE
2017;80;3;Home;Cruzeiro-MG;Grêmio-RS
2017;80;3;Away;Grêmio-RS;Cruzeiro-MG
2017;81;0;Home;Vitoria-BA;Santos-SP
2017;81;2;Away;Santos-SP;Vitoria-BA
2017;82;3;Home;Botafogo-RJ;Vasco-RJ
2017;82;1;Away;Vasco-RJ;Botafogo-RJ
2017;83;1;Home;Palmeiras-SP;Atletico-GO
2017;83;0;Away;Atletico-GO;Palmeiras-SP
2017;84;2;Home;Atletico-MG;Sport-PE
2017;84;2;Away;Sport-PE;Atletico-MG
2017;85;1;Home;Atletico-PR;Sao Paulo-SP
2017;85;0;Away;Sao Paulo-SP;Atletico-PR
2017;86;0;Home;Avai-SC;Fluminense-RJ
2017;86;3;Away;Fluminense-RJ;Avai-SC
2017;87;5;Home;Flamengo-RJ;Chapecoense-SC
2017;87;1;Away;Chapecoense-SC;Flamengo-RJ
2017;88;1;Home;Ponte Preta-SP;Cruzeiro-MG
2017;88;0;Away;Cruzeiro-MG;Ponte Preta-SP
2017;89;3;Home;Corinthians-SP;Bahia-BA
2017;89;0;Away;Bahia-BA;Corinthians-SP
2017;90;2;Home;Grêmio-RS;Coritiba-PR
2017;90;0;Away;Coritiba-PR;Grêmio-RS
2017;91;0;Home;Santos-SP;Sport-PE
2017;91;1;Away;Sport-PE;Santos-SP
2017;92;1;Home;Vasco-RJ;Atletico-GO
2017;92;0;Away;Atletico-GO;Vasco-RJ
2017;93;4;Home;Atletico-PR;Vitoria-BA
2017;93;1;Away;Vitoria-BA;Atletico-PR
2017;94;2;Home;Cruzeiro-MG;Coritiba-PR
2017;94;0;Away;Coritiba-PR;Cruzeiro-MG
2017;95;0;Home;Grêmio-RS;Corinthians-SP
2017;95;1;Away;Corinthians-SP;Grêmio-RS
2017;96;1;Home;Ponte Preta-SP;Palmeiras-SP
2017;96;2;Away;Palmeiras-SP;Ponte Preta-SP
2017;97;1;Home;Sao Paulo-SP;Fluminense-RJ
2017;97;1;Away;Fluminense-RJ;Sao Paulo-SP
2017;98;0;Home;Bahia-BA;Flamengo-RJ
2017;98;1;Away;Flamengo-RJ;Bahia-BA
2017;99;0;Home;Chapecoense-SC;Atletico-MG
2017;99;1;Away;Atletico-MG;Chapecoense-SC
2017;100;0;Home;Botafogo-RJ;Avai-SC
2017;100;2;Away;Avai-SC;Botafogo-RJ
2017;101;3;Home;Fluminense-RJ;Chapecoense-SC
2017;101;3;Away;Chapecoense-SC;Fluminense-RJ
2017;102;1;Home;Atletico-GO;Santos-SP
2017;102;1;Away;Santos-SP;Atletico-GO
2017;103;3;Home;Atletico-MG;Cruzeiro-MG
2017;103;1;Away;Cruzeiro-MG;Atletico-MG
2017;104;0;Home;Avai-SC;Ponte Preta-SP
2017;104;0;Away;Ponte Preta-SP;Avai-SC
2017;105;1;Home;Corinthians-SP;Botafogo-RJ
2017;105;0;Away;Botafogo-RJ;Corinthians-SP
2017;106;2;Home;Coritiba-PR;Vasco-RJ
2017;106;2;Away;Vasco-RJ;Coritiba-PR
2017;107;2;Home;Flamengo-RJ;Sao Paulo-SP
2017;107;0;Away;Sao Paulo-SP;Flamengo-RJ
2017;108;1;Home;Palmeiras-SP;Grêmio-RS
2017;108;0;Away;Grêmio-RS;Palmeiras-SP
2017;109;1;Home;Sport-PE;Atletico-PR
2017;109;0;Away;Atletico-PR;Sport-PE
2017;110;0;Home;Vitoria-BA;Bahia-BA
2017;110;0;Away;Bahia-BA;Vitoria-BA
2017;111;1;Home;Atletico-GO;Vitoria-BA
2017;111;2;Away;Vitoria-BA;Atletico-GO
2017;112;1;Home;Bahia-BA;Fluminense-RJ
2017;112;1;Away;Fluminense-RJ;Bahia-BA
2017;113;1;Home;Botafogo-RJ;Atletico-MG
2017;113;1;Away;Atletico-MG;Botafogo-RJ
2017;114;1;Home;Chapecoense-SC;Atletico-PR
2017;114;1;Away;Atletico-PR;Chapecoense-SC
2017;115;2;Home;Corinthians-SP;Ponte Preta-SP
2017;115;0;Away;Ponte Preta-SP;Corinthians-SP
2017;116;0;Home;Coritiba-PR;Sport-PE
2017;116;3;Away;Sport-PE;Coritiba-PR
2017;117;3;Home;Cruzeiro-MG;Palmeiras-SP
2017;117;1;Away;Palmeiras-SP;Cruzeiro-MG
2017;118;0;Home;Grêmio-RS;Avai-SC
2017;118;2;Away;Avai-SC;Grêmio-RS
2017;119;3;Home;Santos-SP;Sao Paulo-SP
2017;119;2;Away;Sao Paulo-SP;Santos-SP
2017;120;0;Home;Vasco-RJ;Flamengo-RJ
2017;120;1;Away;Flamengo-RJ;Vasco-RJ
2017;121;0;Home;Atletico-MG;Santos-SP
2017;121;1;Away;Santos-SP;Atletico-MG
2017;122;0;Home;Atletico-PR;Cruzeiro-MG
2017;122;2;Away;Cruzeiro-MG;Atletico-PR
2017;123;1;Home;Avai-SC;Coritiba-PR
2017;123;4;Away;Coritiba-PR;Avai-SC
2017;124;0;Home;Flamengo-RJ;Grêmio-RS
2017;124;1;Away;Grêmio-RS;Flamengo-RJ
2017;125;0;Home;Fluminense-RJ;Botafogo-RJ
2017;125;1;Away;Botafogo-RJ;Fluminense-RJ
2017;126;0;Home;Palmeiras-SP;Corinthians-SP
2017;126;2;Away;Corinthians-SP;Palmeiras-SP
2017;127;0;Home;Ponte Preta-SP;Bahia-BA
2017;127;3;Away;Bahia-BA;Ponte Preta-SP
2017;128;2;Home;Sao Paulo-SP;Atletico-GO
2017;128;2;Away;Atletico-GO;Sao Paulo-SP
2017;129;3;Home;Sport-PE;Chapecoense-SC
2017;129;0;Away;Chapecoense-SC;Sport-PE
2017;130;1;Home;Vitoria-BA;Vasco-RJ
2017;130;4;Away;Vasco-RJ;Vitoria-BA
2017;131;1;Home;Atletico-GO;Atletico-MG
2017;131;2;Away;Atletico-MG;Atletico-GO
2017;132;1;Home;Bahia-BA;Avai-SC
2017;132;1;Away;Avai-SC;Bahia-BA
2017;133;2;Home;Botafogo-RJ;Sport-PE
2017;133;1;Away;Sport-PE;Botafogo-RJ
2017;134;2;Home;Chapecoense-SC;Sao Paulo-SP
2017;134;0;Away;Sao Paulo-SP;Chapecoense-SC
2017;135;2;Home;Corinthians-SP;Atletico-PR
2017;135;2;Away;Atletico-PR;Corinthians-SP
2017;136;1;Home;Coritiba-PR;Fluminense-RJ
2017;136;2;Away;Fluminense-RJ;Coritiba-PR
2017;137;1;Home;Cruzeiro-MG;Flamengo-RJ
2017;137;1;Away;Flamengo-RJ;Cruzeiro-MG
2017;138;3;Home;Grêmio-RS;Ponte Preta-SP
2017;138;1;Away;Ponte Preta-SP;Grêmio-RS
2017;139;4;Home;Palmeiras-SP;Vitoria-BA
2017;139;2;Away;Vitoria-BA;Palmeiras-SP
2017;140;0;Home;Vasco-RJ;Santos-SP
2017;140;0;Away;Santos-SP;Vasco-RJ
2017;141;0;Home;Atletico-MG;Bahia-BA
2017;141;2;Away;Bahia-BA;Atletico-MG
2017;142;0;Home;Atletico-PR;Botafogo-RJ
2017;142;0;Away;Botafogo-RJ;Atletico-PR
2017;143;0;Home;Avai-SC;Corinthians-SP
2017;143;0;Away;Corinthians-SP;Avai-SC
2017;144;2;Home;Flamengo-RJ;Palmeiras-SP
2017;144;2;Away;Palmeiras-SP;Flamengo-RJ
2017;145;1;Home;Fluminense-RJ;Cruzeiro-MG
2017;145;1;Away;Cruzeiro-MG;Fluminense-RJ
2017;146;4;Home;Ponte Preta-SP;Coritiba-PR
2017;146;0;Away;Coritiba-PR;Ponte Preta-SP
2017;147;1;Home;Santos-SP;Chapecoense-SC
2017;147;0;Away;Chapecoense-SC;Santos-SP
2017;148;1;Home;Sao Paulo-SP;Vasco-RJ
2017;148;0;Away;Vasco-RJ;Sao Paulo-SP
2017;149;4;Home;Sport-PE;Atletico-GO
2017;149;0;Away;Atletico-GO;Sport-PE
2017;150;1;Home;Vitoria-BA;Grêmio-RS
2017;150;3;Away;Grêmio-RS;Vitoria-BA
2017;151;1;Home;Atletico-GO;Botafogo-RJ
2017;151;1;Away;Botafogo-RJ;Atletico-GO
2017;152;1;Home;Atletico-MG;Vasco-RJ
2017;152;2;Away;Vasco-RJ;Atletico-MG
2017;153;0;Home;Atletico-PR;Ponte Preta-SP
2017;153;2;Away;Ponte Preta-SP;Atletico-PR
2017;154;1;Home;Avai-SC;Cruzeiro-MG
2017;154;0;Away;Cruzeiro-MG;Avai-SC
2017;155;2;Home;Flamengo-RJ;Coritiba-PR
2017;155;1;Away;Coritiba-PR;Flamengo-RJ
2017;156;0;Home;Fluminense-RJ;Corinthians-SP
2017;156;1;Away;Corinthians-SP;Fluminense-RJ
2017;157;3;Home;Santos-SP;Bahia-BA
2017;157;0;Away;Bahia-BA;Santos-SP
2017;158;1;Home;Sao Paulo-SP;Grêmio-RS
2017;158;1;Away;Grêmio-RS;Sao Paulo-SP
2017;159;0;Home;Sport-PE;Palmeiras-SP
2017;159;2;Away;Palmeiras-SP;Sport-PE
2017;160;1;Home;Vitoria-BA;Chapecoense-SC
2017;160;2;Away;Chapecoense-SC;Vitoria-BA
2017;161;1;Home;Bahia-BA;Sport-PE
2017;161;3;Away;Sport-PE;Bahia-BA
2017;162;3;Home;Botafogo-RJ;Sao Paulo-SP
2017;162;4;Away;Sao Paulo-SP;Botafogo-RJ
2017;163;1;Home;Chapecoense-SC;Atletico-GO
2017;163;2;Away;Atletico-GO;Chapecoense-SC
2017;164;1;Home;Corinthians-SP;Flamengo-RJ
2017;164;1;Away;Flamengo-RJ;Corinthians-SP
2017;165;0;Home;Coritiba-PR;Atletico-MG
2017;165;2;Away;Atletico-MG;Coritiba-PR
2017;166;0;Home;Cruzeiro-MG;Vitoria-BA
2017;166;0;Away;Vitoria-BA;Cruzeiro-MG
2017;167;1;Home;Grêmio-RS;Santos-SP
2017;167;1;Away;Santos-SP;Grêmio-RS
2017;168;2;Home;Palmeiras-SP;Avai-SC
2017;168;0;Away;Avai-SC;Palmeiras-SP
2017;169;0;Home;Ponte Preta-SP;Fluminense-RJ
2017;169;0;Away;Fluminense-RJ;Ponte Preta-SP
2017;170;0;Home;Vasco-RJ;Atletico-PR
2017;170;1;Away;Atletico-PR;Vasco-RJ
2017;171;0;Home;Atletico-GO;Grêmio-RS
2017;171;1;Away;Grêmio-RS;Atletico-GO
2017;172;0;Home;Atletico-MG;Corinthians-SP
2017;172;2;Away;Corinthians-SP;Atletico-MG
2017;173;5;Home;Atletico-PR;Avai-SC
2017;173;0;Away;Avai-SC;Atletico-PR
2017;174;1;Home;Botafogo-RJ;Palmeiras-SP
2017;174;2;Away;Palmeiras-SP;Botafogo-RJ
2017;175;1;Home;Chapecoense-SC;Bahia-BA
2017;175;1;Away;Bahia-BA;Chapecoense-SC
2017;176;3;Home;Santos-SP;Flamengo-RJ
2017;176;2;Away;Flamengo-RJ;Santos-SP
2017;177;1;Home;Sao Paulo-SP;Coritiba-PR
2017;177;2;Away;Coritiba-PR;Sao Paulo-SP
2017;178;2;Home;Sport-PE;Fluminense-RJ
2017;178;2;Away;Fluminense-RJ;Sport-PE
2017;179;0;Home;Vasco-RJ;Cruzeiro-MG
2017;179;3;Away;Cruzeiro-MG;Vasco-RJ
2017;180;3;Home;Vitoria-BA;Ponte Preta-SP
2017;180;1;Away;Ponte Preta-SP;Vitoria-BA
2017;181;0;Home;Avai-SC;Santos-SP
2017;181;0;Away;Santos-SP;Avai-SC
2017;182;2;Home;Bahia-BA;Sao Paulo-SP
2017;182;1;Away;Sao Paulo-SP;Bahia-BA
2017;183;3;Home;Corinthians-SP;Sport-PE
2017;183;1;Away;Sport-PE;Corinthians-SP
2017;184;2;Home;Coritiba-PR;Chapecoense-SC
2017;184;0;Away;Chapecoense-SC;Coritiba-PR
2017;185;0;Home;Cruzeiro-MG;Botafogo-RJ
2017;185;0;Away;Botafogo-RJ;Cruzeiro-MG
2017;186;0;Home;Flamengo-RJ;Vitoria-BA
2017;186;2;Away;Vitoria-BA;Flamengo-RJ
2017;187;3;Home;Fluminense-RJ;Atletico-GO
2017;187;1;Away;Atletico-GO;Fluminense-RJ
2017;188;2;Home;Grêmio-RS;Atletico-MG
2017;188;0;Away;Atletico-MG;Grêmio-RS
2017;189;0;Home;Palmeiras-SP;Atletico-PR
2017;189;1;Away;Atletico-PR;Palmeiras-SP
2017;190;0;Home;Ponte Preta-SP;Vasco-RJ
2017;190;0;Away;Vasco-RJ;Ponte Preta-SP
2017;191;1;Home;Atletico-GO;Coritiba-PR
2017;191;0;Away;Coritiba-PR;Atletico-GO
2017;192;2;Home;Atletico-MG;Flamengo-RJ
2017;192;0;Away;Flamengo-RJ;Atletico-MG
2017;193;4;Home;Atletico-PR;Bahia-BA
2017;193;1;Away;Bahia-BA;Atletico-PR
2017;194;1;Home;Botafogo-RJ;Grêmio-RS
2017;194;0;Away;Grêmio-RS;Botafogo-RJ
2017;195;0;Home;Chapecoense-SC;Corinthians-SP
2017;195;1;Away;Corinthians-SP;Chapecoense-SC
2017;196;0;Home;Santos-SP;Fluminense-RJ
2017;196;0;Away;Fluminense-RJ;Santos-SP
2017;197;3;Home;Sao Paulo-SP;Cruzeiro-MG
2017;197;2;Away;Cruzeiro-MG;Sao Paulo-SP
2017;198;0;Home;Sport-PE;Ponte Preta-SP
2017;198;0;Away;Ponte Preta-SP;Sport-PE
2017;199;1;Home;Vasco-RJ;Palmeiras-SP
2017;199;1;Away;Palmeiras-SP;Vasco-RJ
2017;200;0;Home;Vitoria-BA;Avai-SC
2017;200;1;Away;Avai-SC;Vitoria-BA
2017;201;1;Home;Avai-SC;Sao Paulo-SP
2017;201;1;Away;Sao Paulo-SP;Avai-SC
2017;202;3;Home;Bahia-BA;Vasco-RJ
2017;202;0;Away;Vasco-RJ;Bahia-BA
2017;203;0;Home;Corinthians-SP;Vitoria-BA
2017;203;1;Away;Vitoria-BA;Corinthians-SP
2017;204;0;Home;Coritiba-PR;Santos-SP
2017;204;0;Away;Santos-SP;Coritiba-PR
2017;205;2;Home;Cruzeiro-MG;Sport-PE
2017;205;0;Away;Sport-PE;Cruzeiro-MG
2017;206;2;Home;Flamengo-RJ;Atletico-GO
2017;206;0;Away;Atletico-GO;Flamengo-RJ
2017;207;2;Home;Fluminense-RJ;Atletico-MG
2017;207;1;Away;Atletico-MG;Fluminense-RJ
2017;208;0;Home;Grêmio-RS;Atletico-PR
2017;208;0;Away;Atletico-PR;Grêmio-RS
2017;209;0;Home;Palmeiras-SP;Chapecoense-SC
2017;209;2;Away;Chapecoense-SC;Palmeiras-SP
2017;210;2;Home;Ponte Preta-SP;Botafogo-RJ
2017;210;1;Away;Botafogo-RJ;Ponte Preta-SP
2017;211;1;Home;Avai-SC;Chapecoense-SC
2017;211;0;Away;Chapecoense-SC;Avai-SC
2017;212;1;Home;Bahia-BA;Botafogo-RJ
2017;212;2;Away;Botafogo-RJ;Bahia-BA
2017;213;0;Home;Corinthians-SP;Atletico-GO
2017;213;1;Away;Atletico-GO;Corinthians-SP
2017;214;0;Home;Coritiba-PR;Vitoria-BA
2017;214;1;Away;Vitoria-BA;Coritiba-PR
2017;215;1;Home;Cruzeiro-MG;Santos-SP
2017;215;1;Away;Santos-SP;Cruzeiro-MG
2017;216;2;Home;Flamengo-RJ;Atletico-PR
2017;216;0;Away;Atletico-PR;Flamengo-RJ
2017;217;0;Home;Fluminense-RJ;Vasco-RJ
2017;217;1;Away;Vasco-RJ;Fluminense-RJ
2017;218;5;Home;Grêmio-RS;Sport-PE
2017;218;0;Away;Sport-PE;Grêmio-RS
2017;219;4;Home;Palmeiras-SP;Sao Paulo-SP
2017;219;2;Away;Sao Paulo-SP;Palmeiras-SP
2017;220;1;Home;Ponte Preta-SP;Atletico-MG
2017;220;2;Away;Atletico-MG;Ponte Preta-SP
2017;221;1;Home;Atletico-GO;Bahia-BA
2017;221;1;Away;Bahia-BA;Atletico-GO
2017;222;1;Home;Atletico-MG;Palmeiras-SP
2017;222;1;Away;Palmeiras-SP;Atletico-MG
2017;223;1;Home;Atletico-PR;Coritiba-PR
2017;223;1;Away;Coritiba-PR;Atletico-PR
2017;224;2;Home;Botafogo-RJ;Flamengo-RJ
2017;224;0;Away;Flamengo-RJ;Botafogo-RJ
2017;225;1;Home;Chapecoense-SC;Cruzeiro-MG
2017;225;2;Away;Cruzeiro-MG;Chapecoense-SC
2017;226;2;Home;Santos-SP;Corinthians-SP
2017;226;0;Away;Corinthians-SP;Santos-SP
2017;227;2;Home;Sao Paulo-SP;Ponte Preta-SP
2017;227;2;Away;Ponte Preta-SP;Sao Paulo-SP
2017;228;0;Home;Sport-PE;Avai-SC
2017;228;1;Away;Avai-SC;Sport-PE
2017;229;1;Home;Vasco-RJ;Grêmio-RS
2017;229;0;Away;Grêmio-RS;Vasco-RJ
2017;230;2;Home;Vitoria-BA;Fluminense-RJ
2017;230;2;Away;Fluminense-RJ;Vitoria-BA
2017;231;3;Home;Atletico-PR;Fluminense-RJ
2017;231;1;Away;Fluminense-RJ;Atletico-PR
2017;232;1;Home;Avai-SC;Atletico-MG
2017;232;1;Away;Atletico-MG;Avai-SC
2017;233;2;Home;Botafogo-RJ;Santos-SP
2017;233;0;Away;Santos-SP;Botafogo-RJ
2017;234;1;Home;Corinthians-SP;Vasco-RJ
2017;234;0;Away;Vasco-RJ;Corinthians-SP
2017;235;1;Home;Cruzeiro-MG;Bahia-BA
2017;235;0;Away;Bahia-BA;Cruzeiro-MG
2017;236;2;Home;Flamengo-RJ;Sport-PE
2017;236;0;Away;Sport-PE;Flamengo-RJ
2017;237;0;Home;Grêmio-RS;Chapecoense-SC
2017;237;1;Away;Chapecoense-SC;Grêmio-RS
2017;238;1;Home;Palmeiras-SP;Coritiba-PR
2017;238;0;Away;Coritiba-PR;Palmeiras-SP
2017;239;1;Home;Ponte Preta-SP;Atletico-GO
2017;239;3;Away;Atletico-GO;Ponte Preta-SP
2017;240;1;Home;Vitoria-BA;Sao Paulo-SP
2017;240;2;Away;Sao Paulo-SP;Vitoria-BA
2017;241;1;Home;Atletico-GO;Cruzeiro-MG
2017;241;2;Away;Cruzeiro-MG;Atletico-GO
2017;242;1;Home;Atletico-MG;Vitoria-BA
2017;242;3;Away;Vitoria-BA;Atletico-MG
2017;243;1;Home;Bahia-BA;Grêmio-RS
2017;243;0;Away;Grêmio-RS;Bahia-BA
2017;244;1;Home;Chapecoense-SC;Ponte Preta-SP
2017;244;0;Away;Ponte Preta-SP;Chapecoense-SC
2017;245;2;Home;Coritiba-PR;Botafogo-RJ
2017;245;3;Away;Botafogo-RJ;Coritiba-PR
2017;246;1;Home;Flamengo-RJ;Avai-SC
2017;246;1;Away;Avai-SC;Flamengo-RJ
2017;247;0;Home;Fluminense-RJ;Palmeiras-SP
2017;247;1;Away;Palmeiras-SP;Fluminense-RJ
2017;248;1;Home;Santos-SP;Atletico-PR
2017;248;0;Away;Atletico-PR;Santos-SP
2017;249;1;Home;Sao Paulo-SP;Corinthians-SP
2017;249;1;Away;Corinthians-SP;Sao Paulo-SP
2017;250;1;Home;Sport-PE;Vasco-RJ
2017;250;1;Away;Vasco-RJ;Sport-PE
2017;251;0;Home;Atletico-PR;Atletico-MG
2017;251;2;Away;Atletico-MG;Atletico-PR
2017;252;0;Home;Avai-SC;Atletico-GO
2017;252;2;Away;Atletico-GO;Avai-SC
2017;253;1;Home;Bahia-BA;Coritiba-PR
2017;253;1;Away;Coritiba-PR;Bahia-BA
2017;254;2;Home;Botafogo-RJ;Vitoria-BA
2017;254;3;Away;Vitoria-BA;Botafogo-RJ
2017;255;1;Home;Cruzeiro-MG;Corinthians-SP
2017;255;1;Away;Corinthians-SP;Cruzeiro-MG
2017;256;1;Home;Grêmio-RS;Fluminense-RJ
2017;256;0;Away;Fluminense-RJ;Grêmio-RS
2017;257;0;Home;Palmeiras-SP;Santos-SP
2017;257;1;Away;Santos-SP;Palmeiras-SP
2017;258;1;Home;Ponte Preta-SP;Flamengo-RJ
2017;258;0;Away;Flamengo-RJ;Ponte Preta-SP
2017;259;1;Home;Sao Paulo-SP;Sport-PE
2017;259;0;Away;Sport-PE;Sao Paulo-SP
2017;260;1;Home;Vasco-RJ;Chapecoense-SC
2017;260;1;Away;Chapecoense-SC;Vasco-RJ
2017;261;1;Home;Atletico-MG;Sao Paulo-SP
2017;261;0;Away;Sao Paulo-SP;Atletico-MG
2017;262;2;Home;Atletico-PR;Atletico-GO
2017;262;2;Away;Atletico-GO;Atletico-PR
